id,distboat
,137.48788
,101.50084
,11.827343
,165.57063
,136.84625
,81.397675
,113.67106
,152.09277
,133.80873
,67.69842
,74.6331
,105.91645
,30.21227
,12.512704
,50.32613
,45.042255
,212.11784
,171.05367
,49.058975
,94.06426
,9.880874
,86.15838
,130.0499
,282.2708
,262.3252
,28.480776
,77.4733
,75.33323
,27.756382
,88.69849
,166.22119
,129.31792
,112.52287
,138.8023
,94.87211
,328.13565
,224.65118
,158.77238
,185.37407
,156.59906
,127.34246
,44.157803
,110.727066
,172.42993
,92.60134
,100.70641
,197.9565
,293.52438
,147.92108
,167.71764
,193.4651
,87.05015
,90.660965
,242.10689
,14.269486
,174.33017
,169.87497
,119.94981
,74.22626
,49.299984
,146.66177
,137.30598
,93.805626
,51.426598
,107.756805
,175.84088
,76.56831
,72.7187
,146.88068
,86.98038
,230.61952
,79.55087
,33.70104
,22.055994
,112.53725
,51.346897
,10.777986
,138.07715
,101.38528
,66.63267
,81.00321
,6.7790833
,239.22874
,112.282104
,196.11057
,184.28244
,152.41693
,92.44387
,99.229034
,92.41913
,89.03291
,285.01288
,119.67947
,107.21796
,67.52612
,14.645867
,89.040924
,18.320513
,60.414997
,122.47051
,81.53121
,24.945244
,124.14262
,90.0334
,31.372162
,71.58426
,55.167755
,231.34769
,151.88707
,80.69618
,121.265465
,7.9862895
,282.87903
,252.5325
,208.35359
,529.47455
,190.0891
,253.09077
,279.41986
,88.0763
,527.59644
,253.3376
,152.99187
,134.8457
,186.19481
,626.17255
,221.52905
,282.0373
,234.47673
,675.38837
,145.0955
,105.37292
,263.0941
,431.88647
,463.42883
,167.91838
,76.71103
