LAT,LONG
4.8846328540,52.3696048100
4.8846408170,52.3696945500
4.8846487800,52.3697842900
4.8846567430,52.3698740300
4.8846647070,52.3699637800
4.8846726700,52.3700535200
4.8846806340,52.3701432600
4.8846885970,52.3702330100
4.8846965600,52.3703227500
4.8847045240,52.3704124900
4.8847124870,52.3705022300
4.8847204510,52.3705919800
4.8847284140,52.3706817200
4.8847363780,52.3707714600
4.8847443420,52.3708612000
4.8847523050,52.3709509500
4.8847602690,52.3710406900
4.8847682330,52.3711304300
4.8847761970,52.3712201800
4.8847841600,52.3713099200
4.8847921240,52.3713996600
4.8848000880,52.3714894000
4.8848080520,52.3715791500
4.8848160160,52.3716688900
4.8848239800,52.3717586300
4.8848319440,52.3718483700
4.8848399080,52.3719381200
4.8848478720,52.3720278600
4.8848558360,52.3721176000
4.8848638000,52.3722073400
4.8848717640,52.3722970900
4.8848797280,52.3723868300
4.8848876930,52.3724765700
4.8848956570,52.3725663200
4.8849036210,52.3726560600
4.8849115850,52.3727458000
4.8849195500,52.3728355400
4.8849275140,52.3729252900
4.8849354780,52.3730150300
4.8849434430,52.3731047700
4.8849514070,52.3731945100
4.8849593720,52.3732842600
4.8849673360,52.3733740000
4.8849753010,52.3734637400
4.8849832650,52.3735534900
4.8849912300,52.3736432300
4.8849991950,52.3737329700
4.8850071590,52.3738227100
4.8850151240,52.3739124600
4.8850230890,52.3740022000
4.8850310540,52.3740919400
4.8850390180,52.3741816800
4.8850469830,52.3742714300
4.8850549480,52.3743611700
4.8851063160,52.3744434900
4.8851755150,52.3745227600
4.8852447140,52.3746020300
4.8853139130,52.3746813000
4.8853831120,52.3747605700
4.8854523120,52.3748398400
4.8855215110,52.3749191100
4.8855907110,52.3749983800
4.8856599120,52.3750776500
4.8857291120,52.3751569200
4.8857983130,52.3752361900
4.8858675140,52.3753154600
4.8895286560,52.3642554900
4.8894005700,52.3642994100
4.8892783860,52.3643482600
4.8891714890,52.3644098700
4.8890645910,52.3644714700
4.8889576920,52.3645330800
4.8888507930,52.3645946800
4.8887438940,52.3646562900
4.8886369950,52.3647178900
4.8885300950,52.3647795000
4.8884231950,52.3648411000
4.8883162950,52.3649027000
4.8882093950,52.3649643100
4.8881024940,52.3650259100
4.8879955930,52.3650875200
4.8878886910,52.3651491200
4.8877817900,52.3652107200
4.8876748880,52.3652723300
4.8875679850,52.3653339300
4.8874610830,52.3653955300
4.8873541800,52.3654571400
4.8872472770,52.3655187400
4.8871403730,52.3655803400
4.8870334700,52.3656419500
4.8869265650,52.3657035500
4.8868196610,52.3657651500
4.8867127560,52.3658267500
4.8866058510,52.3658883600
4.8864989460,52.3659499600
4.8863920410,52.3660115600
4.8862851350,52.3660731600
4.8861782290,52.3661347700
4.8860713220,52.3661963700
4.8859644150,52.3662579700
4.8858575080,52.3663195700
4.8857506010,52.3663811700
4.8856436930,52.3664427800
4.8855367850,52.3665043800
4.8854298770,52.3665659800
4.8853229690,52.3666275800
4.8852160600,52.3666891800
4.8851091510,52.3667507800
4.8850022410,52.3668123800
4.8848953320,52.3668739800
4.8860316490,52.3753530400
4.8861623090,52.3753120100
4.8862929690,52.3752709900
4.8864224340,52.3752285800
4.8865514940,52.3751857100
4.8866805530,52.3751428300
4.8868096120,52.3750999500
4.8869386710,52.3750570700
4.8870677290,52.3750141900
4.8871967880,52.3749713100
4.8873258460,52.3749284300
4.8874549030,52.3748855600
4.8875839610,52.3748426800
4.8877130180,52.3747998000
4.8878420750,52.3747569200
4.8868198310,52.3681004700
4.8869561870,52.3681329300
4.8870894480,52.3681706400
4.8872205110,52.3682111500
4.8873497630,52.3682536300
4.8874742500,52.3683012800
4.8875987370,52.3683489400
4.8877232250,52.3683965900
4.8878477130,52.3684442500
4.8879722020,52.3684919000
4.8878484640,52.3746986700
4.8877794020,52.3746193600
4.8877103410,52.3745400400
4.8876412790,52.3744607200
4.8875722180,52.3743814100
4.8875031570,52.3743020900
4.8874340960,52.3742227800
4.8873650360,52.3741434600
4.8872959760,52.3740641500
4.8872442910,52.3739818600
4.8872362910,52.3738921200
4.8872282900,52.3738023800
4.8872202900,52.3737126400
4.8872122900,52.3736229000
4.8872042900,52.3735331600
4.8871962900,52.3734434100
4.8871882900,52.3733536700
4.8871802900,52.3732639300
4.8871722900,52.3731741900
4.8871642900,52.3730844500
4.8871562900,52.3729947100
4.8871482900,52.3729049700
4.8871402900,52.3728152200
4.8871322900,52.3727254800
4.8871242910,52.3726357400
4.8871162910,52.3725460000
4.8871082910,52.3724562600
4.8871002910,52.3723665200
4.8870922920,52.3722767800
4.8870842920,52.3721870300
4.8870762930,52.3720972900
4.8870682930,52.3720075500
4.8870602930,52.3719178100
4.8870522940,52.3718280700
4.8870442940,52.3717383300
4.8870362950,52.3716485800
4.8870282960,52.3715588400
4.8870202960,52.3714691000
4.8870122970,52.3713793600
4.8870042980,52.3712896200
4.8869962980,52.3711998800
4.8869882990,52.3711101400
4.8869803000,52.3710203900
4.8869723010,52.3709306500
4.8869643010,52.3708409100
4.8869563020,52.3707511700
4.8869483030,52.3706614300
4.8869403040,52.3705716900
4.8869323050,52.3704819400
4.8869243060,52.3703922000
4.8869163070,52.3703024600
4.8869083080,52.3702127200
4.8869003090,52.3701229800
4.8868923100,52.3700332400
4.8868843120,52.3699435000
4.8868763130,52.3698537500
4.8868683140,52.3697640100
4.8868603150,52.3696742700
4.8868523160,52.3695845300
4.8868443180,52.3694947900
4.8868363190,52.3694050500
4.8868283210,52.3693153000
4.8868203220,52.3692255600
4.8868123230,52.3691358200
4.8868043250,52.3690460800
4.8867963260,52.3689563400
4.8867883280,52.3688666000
4.8867803290,52.3687768500
4.8867723310,52.3686871100
4.8867643330,52.3685973700
4.8867563340,52.3685076300
4.8867483360,52.3684178900
4.8867403380,52.3683281500
4.8867323400,52.3682384000
4.8867243410,52.3681486600
4.8867175570,52.3680588900
4.8867137360,52.3679690500
4.8867099160,52.3678792000
4.8867060950,52.3677893600
4.8867379210,52.3677026400
4.8867828570,52.3676170800
4.8868310760,52.3675891400
4.8869386960,52.3675280100
4.8870463170,52.3674668700
4.8871539370,52.3674057300
4.8872615570,52.3673446000
4.8873691770,52.3672834600
4.8874767960,52.3672223200
4.8875844150,52.3671611900
4.8876920340,52.3671000500
4.8877996520,52.3670389100
4.8879072700,52.3669777700
4.8880148880,52.3669166400
4.8881225060,52.3668555000
4.8882301230,52.3667943600
4.8883377400,52.3667332200
4.8884453560,52.3666720900
4.8885528200,52.3666108500
4.8886602740,52.3665496000
4.8887677280,52.3664883600
4.8888751810,52.3664271100
4.8889826340,52.3663658700
4.8890900860,52.3663046200
4.8891975390,52.3662433800
4.8893049910,52.3661821300
4.8894124430,52.3661208900
4.8895198940,52.3660596400
4.8885121710,52.3754147900
4.8884395030,52.3753366900
4.8883668350,52.3752585900
4.8882941670,52.3751804900
4.8882214990,52.3751023900
4.8881488320,52.3750242900
4.8880761650,52.3749461900
4.8880034990,52.3748680900
4.8879308320,52.3747899900
4.8879990480,52.3685433100
4.8879235000,52.3686203700
4.8878670580,52.3687015600
4.8878469950,52.3687905900
4.8878433760,52.3688796900
4.8878615180,52.3689688800
4.8878796590,52.3690580600
4.8878978010,52.3691472500
4.8879159420,52.3692364400
4.8879340840,52.3693256200
4.8879522260,52.3694148100
4.8879703680,52.3695040000
4.8879885100,52.3695931800
4.8880066520,52.3696823700
4.8880247940,52.3697715500
4.8880429360,52.3698607400
4.8880610780,52.3699499300
4.8880792200,52.3700391100
4.8880963180,52.3701283700
4.8881087080,52.3702179200
4.8881252630,52.3703071800
4.8881469840,52.3703960600
4.8881687050,52.3704849500
4.8881904260,52.3705738400
4.8882121470,52.3706627200
4.8882338680,52.3707516100
4.8882555890,52.3708404900
4.8882773110,52.3709293800
4.8882990320,52.3710182700
4.8883207540,52.3711071500
4.8883424750,52.3711960400
4.8883641970,52.3712849300
4.8883859190,52.3713738100
4.8884076400,52.3714627000
4.8884293620,52.3715515800
4.8884510840,52.3716404700
4.8884728060,52.3717293600
4.8884945290,52.3718182400
4.8885162510,52.3719071300
4.8885379730,52.3719960200
4.8885596960,52.3720849000
4.8885814180,52.3721737900
4.8886031410,52.3722626700
4.8886248640,52.3723515600
4.8886465860,52.3724404500
4.8886683090,52.3725293300
4.8886900320,52.3726182200
4.8887117550,52.3727071000
4.8887334780,52.3727959900
4.8887552020,52.3728848800
4.8887769250,52.3729737600
4.8887986480,52.3730626500
4.8888203720,52.3731515300
4.8888420950,52.3732404200
4.8888728830,52.3733282400
4.8889066490,52.3734157000
4.8889404160,52.3735031700
4.8889741820,52.3735906400
4.8890079480,52.3736781000
4.8890417150,52.3737655700
4.8890754810,52.3738530400
4.8891092480,52.3739405000
4.8891430150,52.3740279700
4.8891767820,52.3741154400
4.8892105490,52.3742029000
4.8892443170,52.3742903700
4.8892780840,52.3743778400
4.8893228960,52.3744626800
4.8893943930,52.3745411800
4.8894943950,52.3674364600
4.8893864750,52.3674974000
4.8892853150,52.3675622100
4.8891929790,52.3676320900
4.8891006420,52.3677019700
4.8890083050,52.3677718400
4.8889159670,52.3678417200
4.8888236290,52.3679116000
4.8887312910,52.3679814700
4.8886389530,52.3680513500
4.8885466140,52.3681212300
4.8884542750,52.3681911000
4.8883619360,52.3682609800
4.8882695970,52.3683308600
4.8881772570,52.3684007300
4.8880849170,52.3684706100
